[MAPDATA_TEXT_OUTPUT]
MAPDATA_EXIST=1
TILESET_ID=0
MAP_WIDTH=40
MAP_HEIGHT=30
MAPLAYER=3
[--MAP_START--]
[MAPLAYER_1_START]
1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,
1604444,1604444,1604444,1604444,1604443,1604422,1604422,1604422,1604422,1604422,1604434,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,
1604444,1604444,1604444,1604444,1604141,464,465,465,465,466,1601402,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604434,1604444,1604444,1604444,
1604444,1604444,1604444,1604444,1604141,472,473,473,473,474,464,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,466,1601414,1604444,1604444,1604444,
1604444,1604444,1604444,1604444,1604141,7,7,7,7,7,472,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,474,1601414,1604444,1604444,1604444,
1604444,1604444,1604444,1604444,1604141,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1601414,1604444,1604444,1604444,
1604444,1604444,1604444,1604444,1604141,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1601414,1604444,1604444,1604444,
1604444,1604444,1604444,1604444,1604141,7,7,7,7,7,1600214,1602244,1602244,1602244,1602244,1602244,1602244,1602244,1602244,1602244,1602244,1602244,1602244,1602244,1602244,1602244,1602244,1602244,1602244,1602244,1602244,1602041,7,7,7,7,1601414,1604444,1604444,1604444,
1604444,1604444,1604444,1604444,1604344,1602244,1602244,1602244,1602244,1602244,1603444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604141,7,7,7,7,1601414,1604444,1604444,1604444,
1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604141,7,7,7,7,1601414,1604444,1604444,1604444,
1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604444,1604141,7,7,7,7,1601414,1604444,1604444,1604444,
