TILESET_NAME=森
TILE_FILE_NUM=32
TILE_FILE_0=MapChip/Base_BaseChip_pipo.png
TILE_FILE_1=MapChip/Auto_Grass1-Dirt1_pipo.png
TILE_FILE_2=MapChip/Auto_Grass1-Grass2_pipo.png
TILE_FILE_3=MapChip/Auto_Grass1-Grass3_pipo.png
TILE_FILE_4=MapChip/Auto_Water2_pipo.png
TILE_FILE_5=MapChip/Auto_Water5_pipo.png
TILE_FILE_6=MapChip/Auto_Water7_pipo.png
TILE_FILE_7=MapChip/Auto_WaterFall2_pipo.png
TILE_FILE_8=MapChip/Auto_Flower_pipo.png
TILE_FILE_9=MapChip/Auto_Snow_pipo.png
TILE_FILE_10=MapChip/Auto_Snow_Grass4_pipo.png
TILE_FILE_11=MapChip/Auto_Snow_Dirt2_pipo.png
TILE_FILE_12=MapChip/Auto_Ice2_pipo.png
TILE_FILE_13=MapChip/Auto_Dirt1-Dirt2_pipo.png
TILE_FILE_14=MapChip/Auto_Wall-Up_Forest1_pipo.png
TILE_FILE_15=MapChip/Auto_Wall-Up_Forest2_pipo.png
TILE_FILE_16=
TILE_FILE_17=
TILE_FILE_18=
TILE_FILE_19=
TILE_FILE_20=
TILE_FILE_21=
TILE_FILE_22=
TILE_FILE_23=
TILE_FILE_24=
TILE_FILE_25=
TILE_FILE_26=
TILE_FILE_27=
TILE_FILE_28=
TILE_FILE_29=
TILE_FILE_30=
TILE_FILE_31=
TILE_NUM=2376
[--PASSAGE_FLAG_START--]
0,0,0,0,15,15,15,528,
512,512,0,0,0,0,15,15,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
768,768,768,768,768,768,768,768,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,15,15,15,15,
15,15,15,15,512,512,15,15,
512,512,512,512,512,512,512,512,
512,512,512,512,512,512,512,512,
512,15,15,15,15,512,512,512,
10,8,12,0,0,0,0,0,
2,0,4,0,0,0,0,14,
2,0,4,2,4,0,14,15,
15,15,15,0,8,0,6,15,
15,15,15,10,8,12,6,0,
10,8,12,0,0,0,0,0,
2,0,4,0,0,0,0,14,
2,0,4,2,4,0,0,14,
15,15,15,0,8,0,0,6,
15,15,0,10,8,12,0,6,
15,15,15,768,512,256,512,512,
15,15,15,44,512,512,512,512,
15,15,15,15,512,512,512,512,
143,419,419,419,419,143,419,143,
419,143,143,143,419,143,143,419,
143,419,419,419,419,143,419,143,
419,143,143,143,419,143,143,419,
143,419,419,419,419,143,419,143,
419,143,143,143,419,143,143,419,
0,0,15,15,15,768,768,768,
15,15,291,15,15,15,15,15,
44,289,35,290,42,37,768,768,
0,37,0,42,15,15,15,15,
291,37,0,42,15,15,768,768,
289,15,290,289,0,290,15,15,
0,0,0,37,0,42,768,768,
37,15,42,37,0,42,15,15,
0,0,0,0,0,0,768,768,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,768,768,
