TILESET_NAME=ワールドマップ
TILE_FILE_NUM=32
TILE_FILE_0=MapChip/Base_WorldMap_pipo.png
TILE_FILE_1=MapChip/Auto_World_Sea4_pipo.png
TILE_FILE_2=MapChip/Auto_World_Grass-Grass_pipo.png
TILE_FILE_3=MapChip/Auto_World_Grass-Sand_pipo.png
TILE_FILE_4=MapChip/Auto_World_Grass-Dirt_pipo.png
TILE_FILE_5=MapChip/Auto_World_Forest_pipo.png
TILE_FILE_6=MapChip/Auto_World_Mountain1_pipo.png
TILE_FILE_7=MapChip/Auto_World_Mountain2_pipo.png
TILE_FILE_8=MapChip/Auto_World_Forest_Die_pipo.png
TILE_FILE_9=MapChip/Auto_World_Grass-Swamp_pipo.png
TILE_FILE_10=MapChip/Auto_World_Sand_Dirt_pipo.png
TILE_FILE_11=MapChip/Auto_World_Grass-Snow_pipo.png
TILE_FILE_12=MapChip/Auto_World_Snow-Dirt_pipo.png
TILE_FILE_13=MapChip/Auto_World_Forest-Snow_pipo.png
TILE_FILE_14=MapChip/Auto_World_Mountain1-Snow_pipo.png
TILE_FILE_15=MapChip/Auto_World_Mountain2-Snow_pipo.png
TILE_FILE_16=
TILE_FILE_17=
TILE_FILE_18=
TILE_FILE_19=
TILE_FILE_20=
TILE_FILE_21=
TILE_FILE_22=
TILE_FILE_23=
TILE_FILE_24=
TILE_FILE_25=
TILE_FILE_26=
TILE_FILE_27=
TILE_FILE_28=
TILE_FILE_29=
TILE_FILE_30=
TILE_FILE_31=
TILE_NUM=216
[--PASSAGE_FLAG_START--]
0,15,0,0,0,512,512,15,
512,0,0,0,0,512,512,15,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
15,15,15,15,15,15,15,15,
0,15,0,0,0,0,0,0,
0,0,0,0,0,512,512,0,
15,15,15,15,15,15,15,15,
0,0,0,0,0,0,0,15,
15,15,15,15,15,15,15,15,
512,512,512,512,512,512,15,15,
512,512,512,15,15,15,15,15,
15,15,15,15,15,15,15,15,
512,512,512,512,512,768,0,0,
512,512,512,512,512,512,512,512,
512,512,512,512,512,768,0,0,
512,512,512,512,512,512,512,512,
512,512,512,512,512,768,512,512,
512,512,512,512,512,512,512,15,
0,0,0,0,15,15,15,15,
0,0,0,0,45,46,45,46,
512,512,512,512,512,768,0,0,
512,512,512,512,512,0,512,512,
512,512,512,512,512,768,0,0,
512,15,512,512,512,512,512,512,
15,15,512,512,512,768,512,512,
45,46,512,512,512,512,512,15,
[--PASSAGE_FLAG_END--]
[--TAG_START--]
0,1,2,3,4,5,6,7,
8,9,10,11,12,13,14,15,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,
[--TAG_END--]
