[MAPDATA_TEXT_OUTPUT]
MAPDATA_EXIST=1
TILESET_ID=0
MAP_WIDTH=40
MAP_HEIGHT=30
MAPLAYER=3
[--MAP_START--]
[MAPLAYER_1_START]
104443,104422,104422,104422,104422,104422,104422,104434,104444,104444,104141,0,0,201402,204434,204444,204443,204120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
104120,0,0,0,0,0,0,101402,104433,104422,104120,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,101111,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,1071,1071,1071,0,0,101111,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,1071,1071,1071,0,0,101111,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,101111,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,101100,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,0,0,0,248,248,248,248,248,248,248,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,0,0,0,248,248,248,248,248,248,248,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,0,0,0,248,248,248,248,248,248,248,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,0,0,0,248,248,248,248,248,248,248,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,0,0,0,416,417,418,248,416,417,418,0,0,0,0,
102041,0,0,0,0,0,0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,0,0,0,424,425,426,248,424,425,426,0,0,0,0,
104344,102244,102244,102244,102244,102244,102244,102244,102041,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200011,0,0,0,0,0,0,0,
104444,104444,104444,104444,104444,104443,104422,104422,104322,102020,0,0,0,0,201402,204422,204120,0,0,0,0,0,0,0,200214,202243,202222,202222,202222,202222,202222,202222,203120,0,0,0,0,0,0,0,
104444,104444,104444,104444,104444,104141,0,0,0,0,0,0,400214,402244,402244,402244,402244,402244,402041,0,0,0,0,0,201414,204141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
104444,104443,104422,104422,104422,104120,0,0,0,0,0,400214,403444,404444,404444,404444,404444,404444,404344,402041,200214,202244,202244,202244,203444,204141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
104444,104141,0,0,0,0,0,0,0,0,0,401402,404434,404444,404444,404444,404444,404444,404443,404120,201402,204422,204422,204422,204422,204120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
104443,104120,0,0,0,0,0,0,0,0,0,0,401402,404422,404422,404422,404422,404422,404120,0,0,0,0,0,0,0,0,0,288,288,288,288,288,288,288,288,288,288,288,0,
104141,0,0,0,0,0,0,0,0,0,0,0,0,0,200214,202244,202041,0,0,0,0,0,0,0,0,0,0,0,288,288,288,288,288,288,288,288,288,288,288,0,
104120,0,0,0,0,0,0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,200214,202244,202244,202244,202244,202041,288,288,288,288,288,288,288,288,288,288,288,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,201414,204444,204344,202244,202244,202244,202244,202244,203443,204422,204422,204422,204422,204120,288,288,288,288,288,288,288,288,288,288,288,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,201414,204444,204443,204422,204422,204422,204422,204422,204120,0,0,0,0,0,288,288,288,288,288,288,288,288,288,288,288,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100214,102244,102244,102244,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100214,103444,104444,104444,104444,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,100214,102244,102244,102041,0,0,0,0,0,0,100214,103444,104444,104444,104444,104444,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,100214,103444,104444,104444,104344,102244,102041,0,0,0,100214,103444,104444,104444,104444,104444,104444,
[MAPLAYER_1_END]
[MAPLAYER_2_START]
